"logFC"	"logCPM"	"PValue"	"FDR"
"EPlSTUG00000002249"	0.220587706098984	-1.87045408836176	0.802737356370135	0.980452418835341
"EPlSTUG00000002250"	0.235345157464875	0.232630259759222	0.4781941912363	0.881285718980927
"EPlSTUG00000002261"	-0.348545568446533	-2.02626385939319	0.658241981796185	0.941035536013608
"EPlSTUG00000002274"	0.608951847832637	-1.35081858100466	0.182482813202089	0.68058505749374
"EPlSTUG00000002275"	-0.276503714108191	-1.96312466125802	0.685626126993646	0.949467453606496
"EPlSTUG00000002287"	-0.0477134434453999	-1.33070341423957	0.938119455317487	1
"EPlSTUG00000002322"	-0.539402410796281	2.71049485194523	0.0211439988929313	0.287511118083955
"EPlSTUG00000002335"	1.15630502110687	-2.04631761365158	0.0948115868430634	0.536801812386816
"EPlSTUG00000002374"	0.215293898181615	-1.65082305383472	0.813217874932928	0.982113734925415
"EPlSTUG00000002380"	0.4587872153735	-1.68048401912911	0.435529828785457	0.861552135428019
"EPlSTUG00000002438"	0.74660950993562	-0.237199285909261	0.035852380380794	0.364962829193384
"EPlSTUG00000002532"	1.53710703877491	-2.08625603033966	0.1949449131995	0.693077277155906
"EPlSTUG00000002534"	-0.205328800943308	-1.20841541493385	0.754815904009754	0.970788806480697
"EPlSTUG00000002556"	0.542735780674641	-1.60581172577714	0.302203017898796	0.786715211914135
"EPlSTUG00000002603"	-0.24045653717952	-1.18144150506731	0.739781860213874	0.966203162611418
"EPlSTUG00000002605"	-0.108531465918453	-1.27154989817016	0.8823619552259	0.995962024199378
"EPlSTUG00000002698"	-0.424018952647223	-0.854132202032715	0.357841702933642	0.823175301079472
"EPlSTUG00000002701"	0.203309949122867	-1.25212824358069	0.680504866505809	0.947431755872576
"EPlSTUG00000002704"	-0.00558682531848347	-0.58432107861436	1	1
"EPlSTUG00000002745"	0.594372675217163	-0.230442891200468	0.485772827840605	0.884797592068643
"EPlSTUG00000002756"	-0.268564790551265	-1.87381315055944	0.634596036912505	0.934854337469045
"EPlSTUG00000002799"	0.0380952848197137	-1.94647229961193	1	1
"EPlSTUG00000002847"	0.320060550367336	-1.37125462025373	0.492343945853864	0.88710198753292
"EPlSTUG00000002856"	0.0380957590884914	-1.94647229961193	1	1
"EPlSTUG00000002880"	1.34457330969953	-1.67740453809002	0.0256564454736111	0.312114790265678
"EPlSTUG00000002902"	-0.0406164990929299	-1.48389262237642	1	1
"EPlSTUG00000002904"	1.07109208958128	-1.17257603418563	0.0296829075906355	0.332444705179481
"EPlSTUG00000002973"	-0.251341266359728	-0.89470967114498	0.687176323919676	0.94956572304884
"EPlSTUG00000002993"	0.0380956749536388	-1.94647229961193	1	1
"EPlSTUG00000003007"	0.166889290053792	-1.21684363531279	0.740547712743193	0.966228723957273
"EPlSTUG00000003019"	0.477359229786672	-1.61092989613631	0.338864433269899	0.809514177170646
"EPlSTUG00000003021"	0.0380956118924735	-1.94647229961193	1	1
"EPlSTUG00000003049"	0.157916111705168	-0.875095673565624	0.737227834557094	0.966198988943757
"EPlSTUG00000003060"	-0.0821677759057874	-1.82840258512545	0.938341596671882	1
"EPlSTUG00000003063"	0.63984244269061	-1.35859520294403	0.101591001510913	0.552142500364764
"EPlSTUG00000003064"	0.355157026158605	0.316608952416182	0.274844091512204	0.765237529413885
"EPlSTUG00000003066"	0.885269008881989	5.59805864571401	0.000916932125518567	0.0510754907675709
"EPlSTUG00000003074"	1.24472700366246	-1.31169569093194	0.011271297756262	0.212787609391892
"EPlSTUG00000003109"	0.633979236514604	-1.32116562976286	0.3051404715457	0.786924169848114
"EPlSTUG00000003110"	-0.352806568569417	-0.974113504341502	0.479925160903056	0.88195736811606
"EPlSTUG00000003166"	0.236200682196622	9.22124133093067	0.318686602468022	0.795785251836219
"EPlSTUG00000003175"	-0.0582195967865878	-2.02925563818621	0.999999999999997	1
"EPlSTUG00000003179"	0.0489576808146964	1.88937718400962	0.911375209940592	1
"EPlSTUG00000003198"	-0.842669767640484	-1.67984034826686	0.32850304101794	0.802825184100193
"EPlSTUG00000003204"	0.0380955183466714	-1.94647229961193	1	1
"EPlSTUG00000003256"	0.283329326833704	-1.36255637807262	0.651273253606016	0.939166773607727
"EPlSTUG00000003261"	0.198750795220212	0.0640567640043023	0.682585391247755	0.948201119479901
"EPlSTUG00000003267"	-0.148673945473917	-2.12149286582101	1	1
"EPlSTUG00000003268"	0.0380954423477123	-1.94647229961193	1	1
"EPlSTUG00000003269"	1.49032779452612	-1.91801717040759	0.0297293880771927	0.332490594653017
"EPlSTUG00000003307"	0.0855524573008652	-0.110787298764931	0.846070202670682	0.989959097757186
"EPlSTUG00000003332"	0.779363352726874	0.0286837507543091	0.00685548056613792	0.164061806215186
"EPlSTUG00000003342"	0.176668503054653	4.54553699741197	0.451807359597786	0.867701421376266
"EPlSTUG00000003380"	0.00917469557697029	-0.406965178508474	0.999999999999988	1
"EPlSTUG00000003430"	-0.227898051845158	-1.93816715018777	0.785381827306829	0.977039791517728
"EPlSTUG00000003487"	0.0800102845308154	-1.00685162808183	0.870696275229114	0.993554787177558
"EPlSTUG00000003500"	0.247052085191539	-1.38384533511867	0.64890364102925	0.938547364906874
"EPlSTUG00000003560"	0.928017180055908	6.89715948071913	0.00120286264503538	0.0604848014077519
"EPlSTUG00000003611"	0.374101384202947	0.189945747221997	0.582105702885015	0.922401666063555
"EPlSTUG00000003615"	0.520371591057282	-1.56489941202767	0.482143398302641	0.883026724341493
"EPlSTUG00000003631"	0.0380955170783657	-1.94647229961193	1	1
"EPlSTUG00000003639"	-1.7248761535605	-1.59313167306701	0.0478678405138418	0.41096674975545
"EPlSTUG00000003655"	0.563202117216565	-0.339202628164368	0.194192567781869	0.692004627512369
"EPlSTUG00000003677"	1.25482553029271	-1.83731511845832	0.0310738075928059	0.339758587098623
"EPlSTUG00000003688"	0.634310891665575	1.51279476045581	0.0946999300371248	0.536522225282667
"EPlSTUG00000003701"	0.211491654507623	-0.302415730106613	0.749617623965951	0.968892154010682
"EPlSTUG00000003727"	-0.586850560272917	-1.74892214951806	0.433204335877311	0.860324880255857
"EPlSTUG00000003732"	-0.545018809313157	-0.340969584175581	0.40298618698694	0.845584106242557
"EPlSTUG00000003775"	0.31148097322717	-1.88675896030693	0.809363995056297	0.981259790659359
"EPlSTUG00000003808"	-0.157735067009411	-1.82487379078121	0.822285434816237	0.984016545432932
"EPlSTUG00000003829"	0.0380955339999152	-1.94647229961193	1	1
"EPlSTUG00000003876"	0.775203883145053	-2.02550041882985	0.28215270045317	0.772409442037074
"EPlSTUG00000003878"	0.357988829567849	-0.621939255339479	0.285104079816991	0.774563991897366
"EPlSTUG00000003892"	-0.0785100990706252	3.21842289911982	0.759893733237553	0.971455734751116
"EPlSTUG00000003906"	0.591194300423088	-1.91139592632122	0.317857350221253	0.79535656534346
"EPlSTUG00000003964"	0.0489575990062874	1.88937718400962	0.911370921278401	1
"EPlSTUG00000003975"	1.69201412525698	-1.90506550931271	0.00602199705570434	0.152650636131405
"EPlSTUG00000003981"	0.605289185419296	-1.15960651648944	0.206238658877674	0.704898753947681
"EPlSTUG00000004005"	-0.262553330225212	2.02129912869594	0.204757357068368	0.703276897114824
"EPlSTUG00000004021"	0.094773093710147	-2.09631597163911	1	1
"EPlSTUG00000004190"	-0.233387887301621	0.948078946730015	0.392569719441361	0.841060563755858
"EPlSTUG00000004309"	0.80277534057415	-2.01774109873368	0.247813728668994	0.743474379943724
"EPlSTUG00000004325"	0.410963112341281	-2.08101028645266	0.628162657511532	0.934163799450134
"EPlSTUG00000004383"	-0.222369850528273	0.238564007997812	0.467099685136029	0.875947238012953
"EPlSTUG00000004473"	1.07754305318618	-1.42769110551596	0.0279911809719528	0.325882911441933
"EPlSTUG00000004550"	-0.432104276523856	1.07789167997256	0.116301168440396	0.584013988636193
"EPlSTUG00000004740"	-0.547597894491062	-1.33046565946791	0.367314251012992	0.826887861960258
"EPlSTUG00000004761"	-0.378613429808585	1.37647582332119	0.288573679527347	0.777212917091655
"EPlSTUG00000004851"	0.802777951858039	-2.01774109873368	0.24778701210134	0.743474379943724
"EPlSTUG00000004878"	0.0832543069112458	0.441911054120448	0.75050593422794	0.96920037853779
"EPlSTUG00000004892"	0.505033270625042	-1.13848124843279	0.20623732682802	0.704898753947681
"EPlSTUG00000004927"	1.07754469129679	-1.42769110551596	0.0279874067419694	0.325882911441933
"EPlSTUG00000004987"	0.25153166408971	5.08623492257538	0.153573660512038	0.644064154362668
"EPlSTUG00000005084"	0.577542896056798	-1.76961763566146	0.417051642338671	0.85365619291085
"EPlSTUG00000005086"	-0.0741291969509665	-1.40668984024905	0.85515646448305	0.991529886136526
"EPlSTUG00000005155"	1.07754717800961	-1.42769110551596	0.0279816780462988	0.325882911441933
"EPlSTUG00000005163"	0.490533492500617	-0.765427256199902	0.170436195193439	0.664017772229369
"PGSC0003DMG400000001"	0.1167681850977	5.83059507315528	0.396722232385447	0.843230494920581
"PGSC0003DMG400000002"	-0.190077362029302	-0.202820621469746	0.672069252235472	0.943740390120333
"PGSC0003DMG400000003"	0.243860657366621	5.5707825244361	0.324344316549803	0.800668883051214
"PGSC0003DMG400000004"	-0.0316299839660562	5.20608991138599	0.802868309026328	0.98045930756039
"PGSC0003DMG400000005"	0.0245295174636384	3.11339899607634	0.897788943217743	0.998820447870911
"PGSC0003DMG400000008"	-0.112795149419337	4.60832894598349	0.428403878964043	0.858948953096355
"PGSC0003DMG400000009"	-0.271227071613158	3.44543520774769	0.0698529758837769	0.477643968417526
"PGSC0003DMG400000010"	-0.412096963258423	4.73135448377357	0.0100126353891712	0.202335085432775
"PGSC0003DMG400000012"	0.0201643460812049	3.34830478758699	0.896762896267798	0.998820447870911
"PGSC0003DMG400000013"	0.698092431489434	0.205446136552545	0.273636407245853	0.764444171063945
"PGSC0003DMG400000014"	0.0358534289535022	0.632266151732745	0.952960337508636	1
"PGSC0003DMG400000015"	0.575963725836822	-1.00130294457889	0.379350678990611	0.833971905605342
"PGSC0003DMG400000016"	0.437024105787685	-0.435656733321552	0.44689777345509	0.866657584208788
"PGSC0003DMG400000017"	0.151651814046255	3.5743376738477	0.378265306295932	0.833446310976983
"PGSC0003DMG400000021"	0.383918497734316	6.35819303040702	0.10408563710055	0.55951242836916
"PGSC0003DMG400000022"	-1.4628345587142	-1.02919778953636	0.113559234141178	0.578221427425704
"PGSC0003DMG400000025"	0.354882997340496	6.49949879303502	0.0538098225977475	0.429086079925417
"PGSC0003DMG400000027"	0.506697604451754	0.0497425628091924	0.111373627855112	0.574186527973959
"PGSC0003DMG400000028"	0.0730566267960173	1.20201875002925	0.847804006899984	0.990309522890029
"PGSC0003DMG400000031"	0.0241473718708586	5.59256778155596	0.843306165683894	0.989657524535249
"PGSC0003DMG400000032"	-0.0470893575606242	-1.60833129735729	0.93029967881436	1
"PGSC0003DMG400000036"	1.03030094851596	-0.497690386062251	0.295155690972218	0.781858561941985
"PGSC0003DMG400000037"	-0.10625873305778	3.66817447758273	0.509287799861476	0.893457556437782
"PGSC0003DMG400000038"	0.179537773176057	3.91116035268304	0.207057742695092	0.705626417834806
"PGSC0003DMG400000039"	0.295757615467203	0.3081682611539	0.528021528766436	0.902665258535424
"PGSC0003DMG400000040"	0.844717122686225	-1.55858978604723	0.167057953076758	0.66026243149316
"PGSC0003DMG400000042"	-0.124845904737514	5.08273442590794	0.459805090283067	0.871519500798718
"PGSC0003DMG400000043"	0.117834642762254	4.77433786430151	0.431815486581364	0.859838448858393
"PGSC0003DMG400000045"	0.134832045286926	3.29100332526393	0.68870913620519	0.950013077061484
"PGSC0003DMG400000046"	-0.429909872116072	6.71675007856883	0.149465790916499	0.639055886191537
"PGSC0003DMG400000047"	-0.180401406311091	8.43613163235185	0.133548976576287	0.615331247920541
"PGSC0003DMG400000048"	-0.249456829196484	4.28049764174311	0.162083707375194	0.655229654162296
"PGSC0003DMG400000049"	0.33793383026448	0.597187703606699	0.25465388376008	0.750512261616229
"PGSC0003DMG400000050"	0.394937562894879	-0.282466595618825	0.194149594008253	0.692004627512369
"PGSC0003DMG400000052"	0.142216482830622	-0.916470163775217	0.70795367595897	0.956237262907832
"PGSC0003DMG400000053"	-0.16031401821372	4.16924668532664	0.520070534764974	0.898872745856328
"PGSC0003DMG400000060"	0.577490750291901	-2.0046567486603	0.424615890413185	0.857410832903275
"PGSC0003DMG400000062"	-0.277068500894786	0.00846030234392068	0.388608242031838	0.838591978606681
"PGSC0003DMG400000063"	-0.455269947383278	4.4285156371464	0.119459322533191	0.588292993382271
"PGSC0003DMG400000064"	0.232436344002745	2.55286401714219	0.29526361830017	0.7820232699464
"PGSC0003DMG400000065"	-0.112445079503308	4.90544584747469	0.364447902187947	0.825847338531083
"PGSC0003DMG400000066"	0.388166288618778	4.51172152507195	0.361148967609086	0.824858368980707
"PGSC0003DMG400000067"	-0.00957697024922713	3.3065862117112	0.98090562235543	1
"PGSC0003DMG400000068"	0.106306670604954	1.43994529730335	0.726697941260686	0.962690021602136
"PGSC0003DMG400000069"	0.764060372066455	1.72919297406745	0.0157615393569401	0.250382757356775
"PGSC0003DMG400000070"	0.31886433363485	4.24536715504768	0.0488725549507324	0.415553504372488
"PGSC0003DMG400000071"	0.709205689341742	-1.66584031380222	0.147909473388331	0.636861919665382
"PGSC0003DMG400000072"	0.106008093463926	6.2497209883959	0.466638031274482	0.875791937886289
"PGSC0003DMG400000073"	-0.929675367126975	-0.422692173033935	0.0140490418809754	0.237371063064472
"PGSC0003DMG400000075"	-0.425391669240744	6.52541362131466	0.0130490454512836	0.229276430138597
"PGSC0003DMG400000077"	-0.247475771845333	2.96554092883213	0.274755233318323	0.765237529413885
"PGSC0003DMG400000078"	-0.357977278062045	5.66077223005905	0.0346710248064747	0.358729906784686
"PGSC0003DMG400000079"	2.08406646270199	9.4213878803692	1.04853457464249e-08	2.25836871801749e-05
"PGSC0003DMG400000080"	-0.0578107223116642	-0.60231701080463	0.923660241001456	1
"PGSC0003DMG400000081"	-0.14587644901567	3.91566863984453	0.330592884351195	0.804268184338539
"PGSC0003DMG400000084"	-0.159044958513498	5.1650971633931	0.510323413904611	0.893959255975941
"PGSC0003DMG400000085"	0.0162888179769818	6.23867854791515	0.899896679051849	0.99955862163282
"PGSC0003DMG400000086"	0.129916477914291	7.90042485343408	0.39104684823108	0.840198111264275
"PGSC0003DMG400000088"	0.302184081052405	3.95572121281328	0.07113262318181	0.480903421071687
"PGSC0003DMG400000089"	0.343823798899175	2.92265971870343	0.237304973638531	0.736477467418525
"PGSC0003DMG400000090"	-0.304243914412964	5.8791827250564	0.0730768911769239	0.48679003333989
"PGSC0003DMG400000091"	-0.147845307994556	-0.921124534260407	0.765808444135298	0.971629993049338
"PGSC0003DMG400000092"	-0.228804969330147	3.78368064008273	0.107207673170665	0.567330402040548
"PGSC0003DMG400000093"	-0.00482170797041234	-1.5712828878957	1	1
"PGSC0003DMG400000098"	0.000605107073377009	6.61152875570878	0.996672736334115	1
"PGSC0003DMG400000099"	-0.136428279984351	3.60859290175595	0.653625901207637	0.939729896837421
"PGSC0003DMG400000101"	-0.494370680909509	3.84712883505346	0.133173883108232	0.614754810290296
"PGSC0003DMG400000104"	0.404543926097666	5.885536576024	0.00871523933014531	0.186516536139088
"PGSC0003DMG400000108"	0.393306801799176	8.57643280291292	0.0126821546370894	0.225435329264246
"PGSC0003DMG400000110"	1.01208005226254	6.58372385655683	3.40140043292109e-05	0.00564262512417609
"PGSC0003DMG400000112"	-0.0519494327190856	3.83857572460072	0.907243688653872	1
"PGSC0003DMG400000113"	0.174180356159949	5.75893934226021	0.359103182138761	0.823620236871642
"PGSC0003DMG400000114"	-0.257242010414289	5.99193911302659	0.0644903362471869	0.464031363240281
"PGSC0003DMG400000115"	-0.246210277338491	2.38674547321355	0.271953815954453	0.762603702631963
"PGSC0003DMG400000116"	0.0419049941481212	-0.962041643070107	0.949899568861144	1
"PGSC0003DMG400000118"	0.278177254008875	5.47111329822775	0.0900141152140711	0.528214878205442
"PGSC0003DMG400000119"	-0.00703074793189242	3.79239738976166	0.978489789140778	1
"PGSC0003DMG400000120"	-0.200520795941667	-0.0830486194219441	0.687240289048207	0.94956572304884
"PGSC0003DMG400000121"	0.451874147955471	-1.36236020856655	0.409213424941192	0.849179460540349
"PGSC0003DMG400000122"	-0.154267530709336	-1.7035547971753	0.832106033899007	0.987184043294452
"PGSC0003DMG400000123"	-0.25991677719889	4.68159371333921	0.146449562877498	0.634811745615217
"PGSC0003DMG400000124"	-0.452245234474549	2.46243690978484	0.165831953703792	0.66026243149316
"PGSC0003DMG400000125"	-0.308039390034597	7.70545447424485	0.0974829471093028	0.543356534610102
"PGSC0003DMG400000126"	-0.357810952279593	1.5400313193031	0.44186614299863	0.86502243324672
"PGSC0003DMG400000127"	-0.232738247676633	4.88486657616901	0.0653313579615407	0.465551220808927
"PGSC0003DMG400000128"	-0.154485948950852	6.06345670885477	0.37437556026234	0.831209580838453
"PGSC0003DMG400000129"	0.422950518771727	7.22937050399436	0.0208716941938004	0.2855669688094
"PGSC0003DMG400000130"	-0.177531792058654	3.73205159537863	0.606636662745112	0.930389408184688
"PGSC0003DMG400000131"	0.242157676063173	5.16662294908807	0.174590194647728	0.670408813895087
"PGSC0003DMG400000132"	0.0790995273502712	3.75116085082488	0.556507941528719	0.912520680160708
"PGSC0003DMG400000133"	-0.0424318533570408	3.23267411067145	0.772164373244258	0.973706056424507
"PGSC0003DMG400000134"	0.088145542844898	2.78336567296297	0.823826159996903	0.98402363363879
"PGSC0003DMG400000135"	-0.523853483336102	1.86710975766404	0.109205723564429	0.571246940142933
"PGSC0003DMG400000136"	-0.286278568868744	2.35169706208297	0.292186613148765	0.779632109700483
"PGSC0003DMG400000138"	-0.119302870723561	5.03021595449613	0.366120767221109	0.826513874538981
"PGSC0003DMG400000139"	-0.399496546037387	5.66497582977471	0.0221384671814007	0.294791768557693
"PGSC0003DMG400000140"	-0.350490422004446	5.67240586534186	0.0312617625799588	0.340493685478978
"PGSC0003DMG400000142"	-0.155323686691169	3.96180913340369	0.378208418754391	0.833444666161045
"PGSC0003DMG400000144"	-0.258338738872568	1.07297085710996	0.536680550695073	0.905594123009284
